ad_id,brand_category,competitor_page,ad_creation_time,ad_creative_body,spend_lower_inr,spend_upper_inr,impressions_lower,impressions_upper,publisher_platform,region_distribution,target_age_group,cta_type,is_active
AD_100388,Little Joys,Slurrp Farm,2026-01-28,Doctor recommended wellness formula.,4633,27115,98587,246637,Messenger,India - South,18-24,Shop Now,True
AD_100389,Little Joys,Slurrp Farm,2025-12-25,Clinically proven results in 30 days.,5769,9755,77236,152973,Facebook,India - South,18-24,Learn More,True
AD_100390,Man Matters,Beardo,2025-09-16,Special festive discount live now.,9746,11972,41136,134625,Messenger,India - South,25-34,Shop Now,True
AD_100391,Bebodywise,Setu Nutrition,2025-10-16,Transform your hair naturally.,4929,20255,40016,70685,Audience Network,India - East,45-54,Shop Now,False
AD_100392,Little Joys,Supples,2026-02-15,Flat 40% off on your first purchase.,7260,31244,80521,169328,Instagram,India - South,35-44,Order Now,False
AD_100393,Little Joys,Supples,2026-01-22,Doctor recommended wellness formula.,11208,27576,38472,179993,Audience Network,India - West,35-44,Sign Up,False
AD_100394,Bebodywise,Setu Nutrition,2026-01-27,Feel confident every day.,6190,15740,16780,37962,Messenger,India - North,18-24,Sign Up,True
AD_100395,Man Matters,Traya,2026-01-28,Flat 40% off on your first purchase.,9043,16679,79859,268614,Audience Network,India - West,45-54,Sign Up,True
AD_100396,Man Matters,Traya,2025-12-30,Special festive discount live now.,7620,16071,97288,291639,Audience Network,India - North,35-44,Shop Now,True
AD_100397,Little Joys,Brainiac,2025-11-13,Transform your hair naturally.,3374,24315,15244,36164,Facebook,India - South,35-44,Order Now,True
AD_100398,Little Joys,Brainiac,2025-09-17,Special festive discount live now.,6475,15145,20428,104567,Facebook,India - South,45-54,Sign Up,True
AD_100399,Bebodywise,Setu Nutrition,2025-11-04,Feel confident every day.,5252,35197,78498,193262,Audience Network,India - East,25-34,Learn More,False
AD_100400,Little Joys,Brainiac,2026-02-09,Flat 40% off on your first purchase.,11302,35122,85075,143111,Audience Network,India - North,25-34,Learn More,False
AD_100401,Man Matters,Beardo,2026-01-19,Feel confident every day.,3542,28831,32640,201369,Audience Network,India - South,25-34,Learn More,True
AD_100402,Bebodywise,Nua Woman,2025-08-28,Flat 40% off on your first purchase.,3614,28978,51653,244067,Instagram,India - East,45-54,Sign Up,True
AD_100403,Bebodywise,Setu Nutrition,2025-11-27,Give your baby the best nutrition.,9742,38358,53905,246020,Audience Network,India - North,35-44,Sign Up,True
AD_100404,Bebodywise,Nua Woman,2026-01-26,Transform your hair naturally.,5326,16580,10252,200620,Messenger,India - East,45-54,Learn More,True
AD_100405,Man Matters,Traya,2025-09-24,Clinically proven results in 30 days.,12942,18819,12723,83291,Instagram,India - East,18-24,Learn More,False
AD_100406,Bebodywise,Plix,2025-12-10,Boost immunity with natural ingredients.,11500,25513,10665,84674,Facebook,India - West,25-34,Sign Up,True
AD_100407,Little Joys,Slurrp Farm,2025-11-13,Dermatologist tested and approved.,6051,29111,26613,95756,Messenger,India - North,45-54,Learn More,False
AD_100408,Bebodywise,Nua Woman,2026-01-27,Clinically proven results in 30 days.,17870,36057,69894,144202,Instagram,India - South,45-54,Sign Up,False
AD_100409,Man Matters,Traya,2025-09-28,Limited time offer! Get healthier skin today.,5437,23193,20006,72452,Audience Network,India - North,35-44,Sign Up,False
AD_100410,Bebodywise,Nua Woman,2025-10-14,Clinically proven results in 30 days.,9139,13095,21971,186504,Audience Network,India - East,18-24,Learn More,True
AD_100411,Man Matters,Traya,2025-10-20,Boost immunity with natural ingredients.,14091,27707,88247,215737,Facebook,India - West,18-24,Order Now,False
AD_100412,Bebodywise,Plix,2026-02-11,Clinically proven results in 30 days.,2206,22462,97178,273963,Messenger,India - West,45-54,Shop Now,True
AD_100413,Man Matters,Traya,2025-09-07,Give your baby the best nutrition.,5144,33407,47383,196567,Facebook,India - East,35-44,Learn More,False
AD_100414,Bebodywise,Setu Nutrition,2025-12-12,Flat 40% off on your first purchase.,1927,8600,85692,174171,Messenger,India - West,25-34,Learn More,False
AD_100415,Little Joys,Supples,2026-02-16,Limited time offer! Get healthier skin today.,10719,25775,77811,124422,Instagram,India - South,45-54,Sign Up,False
AD_100416,Bebodywise,Plix,2025-12-04,Feel confident every day.,3058,17929,57725,217930,Messenger,India - East,25-34,Shop Now,False
AD_100417,Bebodywise,Plix,2026-01-02,Flat 40% off on your first purchase.,9348,33913,65829,229064,Instagram,India - West,45-54,Learn More,False
AD_100418,Man Matters,Beardo,2025-09-24,Clinically proven results in 30 days.,13419,22627,90673,105450,Instagram,India - South,25-34,Sign Up,False
AD_100419,Little Joys,Brainiac,2025-09-17,Dermatologist tested and approved.,16078,37684,54699,252408,Audience Network,India - West,45-54,Shop Now,False
AD_100420,Bebodywise,Setu Nutrition,2025-08-28,Clinically proven results in 30 days.,13849,28583,17331,107416,Messenger,India - West,35-44,Learn More,True
AD_100421,Man Matters,The Man Company,2025-11-12,Boost immunity with natural ingredients.,5632,32252,64156,76699,Instagram,India - South,45-54,Learn More,True
AD_100422,Bebodywise,Plix,2025-10-22,Flat 40% off on your first purchase.,3982,32155,88450,241289,Instagram,India - North,25-34,Order Now,True
AD_100423,Little Joys,Brainiac,2026-01-06,Doctor recommended wellness formula.,1502,5320,14962,40292,Messenger,India - South,35-44,Shop Now,False
AD_100424,Little Joys,Slurrp Farm,2026-02-13,Dermatologist tested and approved.,4113,30398,12131,159304,Messenger,India - South,45-54,Sign Up,False
AD_100425,Bebodywise,Plix,2025-12-11,Clinically proven results in 30 days.,12532,35995,42443,217987,Audience Network,India - West,25-34,Learn More,True
AD_100426,Little Joys,Brainiac,2026-02-11,Special festive discount live now.,12801,17977,89513,243130,Instagram,India - East,45-54,Learn More,False
AD_100427,Bebodywise,Plix,2026-02-07,Feel confident every day.,5112,21868,75077,256517,Messenger,India - North,25-34,Sign Up,False
AD_100428,Little Joys,Brainiac,2025-12-10,Transform your hair naturally.,7352,35808,55830,188484,Facebook,India - East,35-44,Order Now,True
AD_100429,Little Joys,Brainiac,2026-01-14,Flat 40% off on your first purchase.,2413,17027,11219,135415,Messenger,India - North,25-34,Sign Up,True
AD_100430,Man Matters,Traya,2025-09-14,Doctor recommended wellness formula.,18997,26897,76407,240617,Facebook,India - North,45-54,Shop Now,True
AD_100431,Bebodywise,Nua Woman,2026-01-18,Limited time offer! Get healthier skin today.,10995,30899,68493,92792,Facebook,India - West,25-34,Shop Now,True
AD_100432,Little Joys,Slurrp Farm,2025-10-02,Special festive discount live now.,4451,16927,73558,157813,Messenger,India - East,25-34,Sign Up,False
AD_100433,Bebodywise,Plix,2025-12-24,Give your baby the best nutrition.,1403,18802,71874,221194,Facebook,India - West,35-44,Order Now,False
AD_100434,Little Joys,Slurrp Farm,2025-11-01,Limited time offer! Get healthier skin today.,6670,21319,51528,205958,Facebook,India - East,35-44,Sign Up,False
AD_100435,Bebodywise,Setu Nutrition,2025-12-05,Flat 40% off on your first purchase.,18630,32852,79675,179953,Instagram,India - South,35-44,Sign Up,False
AD_100436,Man Matters,Traya,2026-01-17,Clinically proven results in 30 days.,8039,31620,89496,161630,Audience Network,India - East,18-24,Learn More,True
AD_100437,Little Joys,Slurrp Farm,2026-02-18,Doctor recommended wellness formula.,16218,22620,23733,44060,Audience Network,India - North,35-44,Order Now,True
AD_100438,Man Matters,Traya,2025-11-28,Clinically proven results in 30 days.,11309,41266,28064,201415,Facebook,India - North,25-34,Order Now,False
AD_100439,Bebodywise,Setu Nutrition,2026-01-23,Special festive discount live now.,9332,27670,92024,145146,Instagram,India - South,35-44,Order Now,False
AD_100440,Man Matters,Beardo,2026-01-03,Give your baby the best nutrition.,16440,27591,78013,237440,Instagram,India - East,25-34,Shop Now,True
AD_100441,Little Joys,Slurrp Farm,2025-09-28,Limited time offer! Get healthier skin today.,7651,22916,86948,109586,Instagram,India - West,25-34,Order Now,False
AD_100442,Bebodywise,Nua Woman,2025-12-25,Clinically proven results in 30 days.,14677,29803,43118,192626,Instagram,India - West,25-34,Sign Up,False
AD_100443,Little Joys,Brainiac,2025-10-14,Boost immunity with natural ingredients.,15505,41369,19641,143794,Messenger,India - North,45-54,Shop Now,True
AD_100444,Little Joys,Brainiac,2026-02-02,Transform your hair naturally.,17541,20898,56997,198282,Audience Network,India - East,18-24,Order Now,False
AD_100445,Bebodywise,Plix,2025-09-13,Feel confident every day.,4861,12696,62745,103891,Audience Network,India - West,35-44,Learn More,False
AD_100446,Man Matters,Beardo,2025-12-22,Special festive discount live now.,4601,22884,86727,102697,Messenger,India - West,25-34,Shop Now,False
AD_100447,Bebodywise,Nua Woman,2026-02-12,Dermatologist tested and approved.,11349,25004,53169,232509,Facebook,India - West,18-24,Learn More,True
AD_100448,Little Joys,Supples,2025-09-18,Boost immunity with natural ingredients.,13607,36330,40059,128806,Audience Network,India - East,45-54,Shop Now,True
AD_100449,Little Joys,Slurrp Farm,2025-09-21,Limited time offer! Get healthier skin today.,4123,33030,36276,207663,Facebook,India - North,35-44,Sign Up,True
AD_100450,Bebodywise,Nua Woman,2026-01-13,Doctor recommended wellness formula.,16236,43536,58916,104524,Messenger,India - East,35-44,Order Now,True
AD_100451,Little Joys,Slurrp Farm,2026-01-26,Feel confident every day.,6458,16958,21990,176754,Instagram,India - East,18-24,Shop Now,True
AD_100452,Man Matters,Beardo,2025-08-31,Limited time offer! Get healthier skin today.,10278,27589,91806,250119,Instagram,India - West,25-34,Sign Up,False
AD_100453,Man Matters,Traya,2025-10-31,Transform your hair naturally.,14682,36416,37071,88617,Instagram,India - North,45-54,Shop Now,True
AD_100454,Man Matters,The Man Company,2025-10-25,Limited time offer! Get healthier skin today.,6969,29748,48470,126076,Instagram,India - North,18-24,Order Now,False
AD_100455,Man Matters,The Man Company,2025-12-11,Special festive discount live now.,19702,33975,92689,234429,Audience Network,India - East,18-24,Order Now,True
AD_100456,Little Joys,Slurrp Farm,2025-12-29,Feel confident every day.,9389,29311,95800,131704,Instagram,India - South,35-44,Learn More,True
AD_100457,Man Matters,The Man Company,2025-09-04,Flat 40% off on your first purchase.,1089,23098,97914,150257,Facebook,India - East,25-34,Sign Up,False
AD_100458,Bebodywise,Plix,2025-09-29,Special festive discount live now.,4304,20078,45428,195017,Instagram,India - North,35-44,Sign Up,False
AD_100459,Man Matters,Beardo,2025-12-25,Transform your hair naturally.,15696,43308,81680,275340,Messenger,India - South,25-34,Sign Up,False
AD_100460,Little Joys,Supples,2025-11-19,Clinically proven results in 30 days.,8632,15493,44071,230927,Audience Network,India - South,35-44,Order Now,True
AD_100461,Little Joys,Slurrp Farm,2026-01-22,Give your baby the best nutrition.,9689,23572,86706,136330,Facebook,India - West,18-24,Order Now,False
AD_100462,Man Matters,The Man Company,2025-12-07,Dermatologist tested and approved.,14988,27916,34382,231309,Facebook,India - West,45-54,Learn More,False
AD_100463,Bebodywise,Nua Woman,2025-10-18,Flat 40% off on your first purchase.,15729,26043,5770,165414,Instagram,India - West,18-24,Shop Now,True
AD_100464,Bebodywise,Nua Woman,2025-12-26,Dermatologist tested and approved.,9327,27651,79393,150772,Messenger,India - South,25-34,Order Now,True
AD_100465,Man Matters,Traya,2025-09-03,Give your baby the best nutrition.,19013,40677,78583,272919,Messenger,India - West,18-24,Order Now,False
AD_100466,Little Joys,Slurrp Farm,2025-09-21,Limited time offer! Get healthier skin today.,12969,17649,5483,89152,Instagram,India - East,35-44,Shop Now,True
AD_100467,Little Joys,Supples,2025-12-29,Special festive discount live now.,5638,14709,80968,224827,Messenger,India - East,25-34,Order Now,False
AD_100468,Bebodywise,Nua Woman,2025-12-30,Transform your hair naturally.,17717,40741,38887,202537,Messenger,India - West,45-54,Sign Up,False
AD_100469,Little Joys,Brainiac,2025-11-11,Doctor recommended wellness formula.,13027,41098,20288,155398,Instagram,India - North,35-44,Sign Up,False
AD_100470,Bebodywise,Plix,2025-12-24,Doctor recommended wellness formula.,3432,12306,53018,242180,Audience Network,India - East,45-54,Sign Up,True
AD_100471,Bebodywise,Plix,2025-08-25,Limited time offer! Get healthier skin today.,4562,8999,62012,231728,Audience Network,India - East,35-44,Shop Now,False
AD_100472,Little Joys,Brainiac,2025-10-14,Transform your hair naturally.,15804,33272,86628,118528,Instagram,India - North,25-34,Learn More,True
AD_100473,Bebodywise,Nua Woman,2025-09-03,Doctor recommended wellness formula.,11717,36252,68322,225819,Audience Network,India - East,35-44,Shop Now,False
AD_100474,Man Matters,Beardo,2025-10-22,Doctor recommended wellness formula.,2051,20909,37466,156242,Messenger,India - South,45-54,Sign Up,False
AD_100475,Little Joys,Supples,2025-08-31,Transform your hair naturally.,16098,21203,95114,183726,Audience Network,India - South,18-24,Order Now,True
AD_100476,Man Matters,The Man Company,2025-10-26,Give your baby the best nutrition.,1960,16047,68343,212182,Messenger,India - West,35-44,Learn More,False
AD_100477,Bebodywise,Nua Woman,2025-11-19,Clinically proven results in 30 days.,1530,13223,29999,131533,Messenger,India - North,35-44,Shop Now,True
AD_100478,Man Matters,The Man Company,2025-12-07,Doctor recommended wellness formula.,16050,32984,50447,209017,Instagram,India - North,18-24,Sign Up,False
AD_100479,Little Joys,Brainiac,2025-08-24,Doctor recommended wellness formula.,12268,41844,65917,253220,Instagram,India - East,18-24,Order Now,True
AD_100480,Bebodywise,Plix,2025-10-06,Transform your hair naturally.,4038,27912,99821,248709,Facebook,India - South,18-24,Learn More,True
AD_100481,Little Joys,Brainiac,2025-12-07,Limited time offer! Get healthier skin today.,19620,44881,7881,185605,Messenger,India - North,45-54,Shop Now,True
AD_100482,Bebodywise,Plix,2025-12-31,Dermatologist tested and approved.,17555,45342,95243,184482,Instagram,India - North,18-24,Sign Up,False
AD_100483,Bebodywise,Nua Woman,2026-01-13,Doctor recommended wellness formula.,2482,8344,24194,191939,Messenger,India - South,35-44,Learn More,False
AD_100484,Bebodywise,Nua Woman,2025-11-22,Give your baby the best nutrition.,1997,23660,17728,212144,Audience Network,India - South,18-24,Shop Now,False
AD_100485,Man Matters,Traya,2026-02-01,Give your baby the best nutrition.,6146,28511,71996,135753,Audience Network,India - West,45-54,Order Now,False
AD_100486,Man Matters,Traya,2025-09-24,Doctor recommended wellness formula.,14678,36398,57476,254069,Messenger,India - South,25-34,Shop Now,True
AD_100487,Bebodywise,Plix,2025-08-28,Give your baby the best nutrition.,10541,14835,99359,208083,Facebook,India - North,18-24,Learn More,False
AD_100488,Bebodywise,Nua Woman,2026-01-29,Give your baby the best nutrition.,13270,19729,47905,153813,Messenger,India - South,45-54,Order Now,False
AD_100489,Bebodywise,Setu Nutrition,2025-10-31,Special festive discount live now.,5146,16735,21285,121346,Facebook,India - North,25-34,Learn More,False
AD_100490,Little Joys,Brainiac,2026-01-18,Clinically proven results in 30 days.,14059,37806,70619,189789,Facebook,India - North,35-44,Order Now,True
AD_100491,Man Matters,Beardo,2025-09-16,Feel confident every day.,12928,16621,22972,60399,Audience Network,India - North,35-44,Sign Up,True
AD_100492,Bebodywise,Plix,2026-02-11,Doctor recommended wellness formula.,15620,35436,83308,202640,Audience Network,India - North,35-44,Shop Now,True
AD_100493,Bebodywise,Nua Woman,2025-09-16,Give your baby the best nutrition.,19367,29646,46858,202986,Audience Network,India - South,25-34,Sign Up,True
AD_100494,Bebodywise,Setu Nutrition,2025-10-31,Limited time offer! Get healthier skin today.,7877,11934,75704,248389,Messenger,India - North,35-44,Learn More,False
AD_100495,Bebodywise,Plix,2025-12-05,Flat 40% off on your first purchase.,17187,23428,26337,134540,Audience Network,India - West,35-44,Shop Now,False
AD_100496,Little Joys,Supples,2026-01-29,Special festive discount live now.,19216,40644,55729,212413,Facebook,India - South,45-54,Sign Up,False
AD_100497,Little Joys,Supples,2026-01-12,Feel confident every day.,5633,24275,47198,172180,Audience Network,India - South,25-34,Shop Now,False
AD_100498,Man Matters,The Man Company,2026-01-28,Boost immunity with natural ingredients.,10833,13112,92957,203411,Facebook,India - West,45-54,Learn More,False
AD_100499,Man Matters,Beardo,2025-12-26,Limited time offer! Get healthier skin today.,13364,20059,28970,207092,Audience Network,India - West,35-44,Shop Now,False
AD_100500,Man Matters,Beardo,2025-12-30,Flat 40% off on your first purchase.,5386,23216,38512,211135,Instagram,India - West,35-44,Shop Now,True
AD_100501,Bebodywise,Setu Nutrition,2026-01-28,Flat 40% off on your first purchase.,11735,34929,15987,57075,Audience Network,India - West,35-44,Order Now,True
AD_100502,Bebodywise,Plix,2025-09-01,Limited time offer! Get healthier skin today.,8631,20287,32194,203389,Audience Network,India - East,18-24,Sign Up,True
AD_100503,Man Matters,Traya,2025-12-15,Dermatologist tested and approved.,10280,12881,85464,137174,Audience Network,India - East,25-34,Sign Up,False
AD_100504,Little Joys,Supples,2026-02-17,Give your baby the best nutrition.,7047,9599,24967,196994,Instagram,India - South,45-54,Sign Up,True
AD_100505,Man Matters,Beardo,2025-09-25,Boost immunity with natural ingredients.,5152,24860,38593,117043,Messenger,India - East,45-54,Order Now,True
AD_100506,Little Joys,Slurrp Farm,2025-10-16,Give your baby the best nutrition.,2981,12562,16777,141722,Instagram,India - South,25-34,Learn More,False
AD_100507,Man Matters,Traya,2025-09-16,Transform your hair naturally.,1335,30895,32659,131129,Instagram,India - West,18-24,Learn More,False
AD_100508,Little Joys,Brainiac,2026-02-15,Feel confident every day.,12633,42136,90725,107040,Instagram,India - North,18-24,Shop Now,False
AD_100509,Bebodywise,Nua Woman,2025-11-18,Transform your hair naturally.,12182,36777,70880,125669,Instagram,India - South,25-34,Order Now,True
AD_100510,Man Matters,Beardo,2025-09-10,Feel confident every day.,1827,16216,15344,27333,Instagram,India - North,18-24,Sign Up,True
AD_100511,Little Joys,Supples,2026-01-27,Limited time offer! Get healthier skin today.,19996,25076,44179,213906,Audience Network,India - North,45-54,Order Now,False
AD_100512,Bebodywise,Plix,2026-02-20,Special festive discount live now.,14151,41509,30386,107053,Facebook,India - North,45-54,Sign Up,False
AD_100513,Little Joys,Supples,2026-01-22,Dermatologist tested and approved.,16590,36003,81089,187706,Audience Network,India - East,25-34,Sign Up,False
AD_100514,Man Matters,Traya,2025-09-29,Limited time offer! Get healthier skin today.,13712,32561,32211,48471,Instagram,India - West,18-24,Order Now,False
AD_100515,Little Joys,Supples,2025-09-04,Give your baby the best nutrition.,3774,21126,67235,226720,Audience Network,India - North,45-54,Sign Up,True
AD_100516,Little Joys,Slurrp Farm,2026-01-20,Transform your hair naturally.,12605,22388,55448,123290,Facebook,India - East,35-44,Shop Now,False
AD_100517,Bebodywise,Nua Woman,2026-01-15,Dermatologist tested and approved.,18784,31131,55216,152898,Instagram,India - South,35-44,Order Now,True
AD_100518,Man Matters,Traya,2026-02-01,Doctor recommended wellness formula.,7063,12660,92033,104478,Facebook,India - South,25-34,Learn More,False
AD_100519,Man Matters,The Man Company,2025-11-07,Limited time offer! Get healthier skin today.,14438,35942,8179,152250,Facebook,India - West,45-54,Sign Up,False
AD_100520,Little Joys,Supples,2025-10-29,Limited time offer! Get healthier skin today.,3604,23860,96212,134111,Instagram,India - West,35-44,Sign Up,False
AD_100521,Bebodywise,Plix,2025-09-23,Flat 40% off on your first purchase.,5890,24678,91868,218686,Messenger,India - East,25-34,Learn More,False
AD_100522,Little Joys,Brainiac,2025-09-23,Boost immunity with natural ingredients.,18484,46949,29046,140480,Messenger,India - South,45-54,Order Now,True
AD_100523,Bebodywise,Nua Woman,2025-10-24,Feel confident every day.,4348,18044,51820,164409,Facebook,India - East,18-24,Sign Up,True
AD_100524,Man Matters,The Man Company,2025-09-07,Transform your hair naturally.,13670,22076,98104,223488,Instagram,India - East,35-44,Learn More,True
AD_100525,Little Joys,Brainiac,2025-12-10,Limited time offer! Get healthier skin today.,6318,17576,29665,148424,Instagram,India - West,18-24,Order Now,False
AD_100526,Bebodywise,Setu Nutrition,2025-11-09,Dermatologist tested and approved.,19181,30219,36431,137759,Facebook,India - West,18-24,Learn More,True
AD_100527,Bebodywise,Plix,2025-09-11,Give your baby the best nutrition.,10583,29906,51850,246234,Instagram,India - West,18-24,Sign Up,False
AD_100528,Bebodywise,Plix,2025-12-18,Feel confident every day.,1906,26314,39583,137052,Instagram,India - West,35-44,Sign Up,True
AD_100529,Bebodywise,Nua Woman,2025-10-26,Feel confident every day.,5232,25420,5582,60989,Messenger,India - North,45-54,Shop Now,True
AD_100530,Man Matters,The Man Company,2025-11-01,Clinically proven results in 30 days.,11278,39595,38856,80370,Audience Network,India - East,18-24,Learn More,False
AD_100531,Bebodywise,Nua Woman,2025-10-12,Feel confident every day.,16144,40276,40777,233417,Messenger,India - North,35-44,Learn More,False
AD_100532,Little Joys,Brainiac,2025-11-23,Feel confident every day.,18547,36777,64317,224158,Instagram,India - North,18-24,Shop Now,False
AD_100533,Bebodywise,Setu Nutrition,2025-11-13,Doctor recommended wellness formula.,19040,48298,14635,188979,Instagram,India - West,25-34,Order Now,False
AD_100534,Bebodywise,Plix,2025-12-13,Feel confident every day.,12093,32398,35932,46029,Audience Network,India - East,18-24,Order Now,True
AD_100535,Man Matters,The Man Company,2025-09-03,Transform your hair naturally.,16425,19909,90451,202688,Facebook,India - South,45-54,Learn More,True
AD_100536,Little Joys,Slurrp Farm,2026-02-18,Special festive discount live now.,5454,14322,5170,189786,Facebook,India - South,45-54,Sign Up,False
AD_100537,Little Joys,Supples,2026-01-06,Dermatologist tested and approved.,11590,22117,23588,86340,Audience Network,India - South,35-44,Order Now,False
AD_100538,Man Matters,Beardo,2026-01-28,Limited time offer! Get healthier skin today.,1412,21116,25018,122899,Messenger,India - East,18-24,Sign Up,True
AD_100539,Bebodywise,Setu Nutrition,2026-01-09,Flat 40% off on your first purchase.,11833,29375,37773,142005,Instagram,India - West,25-34,Sign Up,False
AD_100540,Little Joys,Brainiac,2025-10-24,Limited time offer! Get healthier skin today.,19820,30095,28240,132037,Audience Network,India - West,35-44,Learn More,True
AD_100541,Little Joys,Supples,2025-12-22,Special festive discount live now.,13629,17805,82442,105048,Audience Network,India - East,18-24,Order Now,True
AD_100542,Little Joys,Slurrp Farm,2026-01-19,Limited time offer! Get healthier skin today.,2095,30528,48015,229425,Facebook,India - South,18-24,Shop Now,True
AD_100543,Little Joys,Supples,2025-10-25,Clinically proven results in 30 days.,6745,19056,87829,99361,Facebook,India - North,25-34,Shop Now,True
AD_100544,Little Joys,Supples,2025-11-26,Dermatologist tested and approved.,12833,24077,24102,106053,Messenger,India - North,18-24,Order Now,True
AD_100545,Man Matters,The Man Company,2025-08-28,Special festive discount live now.,6806,28241,22988,104898,Instagram,India - North,45-54,Order Now,True
AD_100546,Bebodywise,Nua Woman,2026-02-19,Limited time offer! Get healthier skin today.,8277,34693,31232,96711,Instagram,India - North,45-54,Sign Up,False
AD_100547,Little Joys,Supples,2025-09-07,Give your baby the best nutrition.,14040,43182,24030,212907,Facebook,India - North,25-34,Shop Now,False
AD_100548,Bebodywise,Nua Woman,2025-08-24,Flat 40% off on your first purchase.,13647,30108,86985,286075,Facebook,India - West,18-24,Sign Up,True
AD_100549,Man Matters,The Man Company,2025-11-04,Boost immunity with natural ingredients.,17133,39526,80516,192558,Facebook,India - West,45-54,Order Now,False
AD_100550,Man Matters,Beardo,2025-11-04,Boost immunity with natural ingredients.,3407,11467,61772,218776,Instagram,India - North,35-44,Sign Up,True
AD_100551,Bebodywise,Nua Woman,2026-02-10,Transform your hair naturally.,15333,22109,5949,95145,Instagram,India - East,25-34,Order Now,True
AD_100552,Man Matters,The Man Company,2026-02-06,Doctor recommended wellness formula.,12222,41428,93751,165375,Messenger,India - South,35-44,Sign Up,False
AD_100553,Little Joys,Slurrp Farm,2025-12-09,Feel confident every day.,5260,21452,14782,87361,Facebook,India - East,25-34,Learn More,True
AD_100554,Man Matters,Traya,2025-11-06,Special festive discount live now.,11198,22266,54674,229724,Audience Network,India - South,18-24,Shop Now,False
AD_100555,Bebodywise,Nua Woman,2025-11-24,Dermatologist tested and approved.,12338,37191,41241,199218,Instagram,India - North,25-34,Learn More,True
AD_100556,Little Joys,Supples,2026-02-17,Flat 40% off on your first purchase.,4746,10380,86395,119124,Messenger,India - West,35-44,Learn More,True
AD_100557,Bebodywise,Setu Nutrition,2025-12-21,Transform your hair naturally.,9498,28000,15168,94605,Messenger,India - East,45-54,Shop Now,True
AD_100558,Bebodywise,Setu Nutrition,2025-08-29,Special festive discount live now.,4984,23256,69311,112203,Audience Network,India - West,25-34,Sign Up,True
AD_100559,Man Matters,Traya,2025-11-16,Dermatologist tested and approved.,18863,45462,94597,271166,Facebook,India - North,18-24,Shop Now,True
AD_100560,Man Matters,The Man Company,2025-10-12,Limited time offer! Get healthier skin today.,4576,13604,71237,152210,Messenger,India - East,45-54,Shop Now,True
AD_100561,Bebodywise,Plix,2026-02-19,Feel confident every day.,12959,33740,67132,226415,Facebook,India - East,18-24,Order Now,False
AD_100562,Bebodywise,Plix,2026-02-04,Special festive discount live now.,7366,31224,54110,81857,Facebook,India - West,25-34,Order Now,False
AD_100563,Little Joys,Slurrp Farm,2025-10-10,Dermatologist tested and approved.,10371,34152,14485,165441,Facebook,India - East,25-34,Learn More,True
AD_100564,Little Joys,Slurrp Farm,2026-02-20,Special festive discount live now.,15200,27297,86580,191485,Instagram,India - East,18-24,Order Now,True
AD_100565,Bebodywise,Setu Nutrition,2025-09-27,Feel confident every day.,3217,24111,17497,61714,Facebook,India - West,35-44,Learn More,True
AD_100566,Bebodywise,Setu Nutrition,2025-11-11,Dermatologist tested and approved.,17580,27715,30081,101109,Messenger,India - West,18-24,Learn More,True
AD_100567,Little Joys,Slurrp Farm,2025-12-10,Feel confident every day.,7660,11685,16638,174360,Instagram,India - East,35-44,Order Now,False
AD_100568,Little Joys,Slurrp Farm,2025-10-13,Limited time offer! Get healthier skin today.,5021,33829,82427,171860,Audience Network,India - North,18-24,Learn More,True
AD_100569,Bebodywise,Setu Nutrition,2026-01-28,Limited time offer! Get healthier skin today.,14673,32518,78418,91666,Messenger,India - East,35-44,Sign Up,False
AD_100570,Man Matters,The Man Company,2025-12-23,Flat 40% off on your first purchase.,8349,33169,68424,254788,Instagram,India - East,25-34,Sign Up,False
AD_100571,Man Matters,The Man Company,2026-01-23,Transform your hair naturally.,13330,22731,9778,142576,Instagram,India - East,18-24,Shop Now,False
AD_100572,Little Joys,Supples,2025-12-12,Feel confident every day.,13413,31849,98929,170064,Audience Network,India - East,45-54,Order Now,True
AD_100573,Bebodywise,Nua Woman,2026-02-14,Doctor recommended wellness formula.,1285,9012,92181,231499,Messenger,India - South,35-44,Order Now,True
AD_100574,Man Matters,Traya,2025-11-20,Limited time offer! Get healthier skin today.,3795,10230,52432,134662,Messenger,India - North,45-54,Learn More,True
AD_100575,Man Matters,The Man Company,2025-08-31,Flat 40% off on your first purchase.,15884,34958,81324,107154,Messenger,India - South,18-24,Shop Now,True
AD_100576,Man Matters,The Man Company,2026-01-05,Limited time offer! Get healthier skin today.,3937,8873,64911,167873,Instagram,India - South,25-34,Order Now,False
AD_100577,Little Joys,Slurrp Farm,2025-09-26,Clinically proven results in 30 days.,11498,30206,79939,195756,Facebook,India - East,35-44,Learn More,True
AD_100578,Little Joys,Supples,2025-10-30,Dermatologist tested and approved.,6339,18904,69543,250453,Instagram,India - West,35-44,Learn More,False
AD_100579,Man Matters,The Man Company,2025-09-27,Limited time offer! Get healthier skin today.,10146,25218,82893,114380,Instagram,India - North,18-24,Shop Now,True
AD_100580,Man Matters,Traya,2025-08-29,Limited time offer! Get healthier skin today.,10525,24335,15711,97997,Messenger,India - West,45-54,Shop Now,True
AD_100581,Bebodywise,Nua Woman,2026-02-16,Doctor recommended wellness formula.,1121,30462,14047,85164,Facebook,India - North,18-24,Shop Now,False
AD_100582,Little Joys,Brainiac,2026-01-08,Give your baby the best nutrition.,4561,8212,13405,162972,Messenger,India - East,35-44,Sign Up,True
